x	y
1	-1.62645381074233
2677	-0.402223372873445
5352	-1.51670024221884
8028	-0.745879314996828
10703	-0.428827877023686
13379	-1.06704979326588
16054	-1.53299712072749
18730	-1.70611470319539
21406	-0.811265848949467
24081	-0.163324178053754
26757	-1.58742651539109
29432	-0.121495545603861
32108	-3.61059044725394
34784	-1.26687241788023
37459	0.231709775981587
40135	-2.67450258578021
42810	-1.91049404801749
45486	0.248568264498519
48161	-0.381805996651242
50837	-0.0918023711994356
53513	-1.22225737759814
56188	-0.0931601579055886
58864	-0.0481022993752548
61539	-0.746634557726359
64215	-2.14391099081356
66891	-1.54731280533023
69566	0.662965893373374
72242	-0.721921753077387
74917	-0.346341253828397
77593	-1.94090096831065
80268	-0.964487433911875
82944	0.579502034281213
85620	0.331349981423366
88295	-0.626307286800066
90971	-0.983501813286006
93646	-1.15357677849494
96322	-1.91216401785629
98998	0.591571426468074
101673	1.34575845660047
104349	0.206142048264362
107024	1.12360672988697
109700	1.21579236081396
112375	1.07603877412323
115051	-0.0295549968963743
117727	2.2601308780926
120402	0.267704511941791
123078	0.292875651877647
125753	-0.801768874794185
128429	0.224977209321713
131105	-1.28549037589112
133780	-0.573109412414238
136456	-0.629680699062427
139131	1.38609343959635
141807	0.627890752754834
144482	1.40225034489291
147158	-0.654673725392308
149834	0.596594589270523
152509	0.442880830921002
155185	-1.19085965878858
157860	-1.35670589862986
160536	0.431010587996359
163211	0.959897881722094
165887	0.252496668776785
168563	1.90821563885249
171238	-0.963546588602673
173914	-1.02330969967498
176589	-0.838256758953267
179265	0.353300366507954
181941	-1.12530145946599
184616	-0.513861284401222
187292	-0.0679119277107997
189967	-1.24967430565589
192643	0.464945296576506
195318	-0.200187191082529
197994	1.36610189735517
200670	1.21525615538107
203345	-1.28739265591272
206021	-0.976274085399437
208696	-1.29999601678022
211372	-0.532889001014594
214048	0.0887191710170234
216723	-0.712927049240953
219399	2.14034729776198
222074	-0.938968744766925
224750	2.79648692978001
227425	0.69145956046765
230101	-1.25696734518133
232777	0.0465126291613247
235452	0.295226200397335
238128	-0.259117075140734
240803	-1.32219079397731
243479	1.48665137552392
246155	-2.05144216502309
248830	-0.513467010787177
251506	1.85637776310369
254181	0.326171323058388
256857	-0.0283701166445122
259532	-0.939395081730321
262208	-0.283349339195574
264884	0.790576182332553
267559	0.0454171074901327
270235	-0.372602107350919
272910	-0.144232213539173
275586	1.07888181618633
278262	0.4130931955626
280937	0.972549198443561
283613	1.05988596159492
286288	-3.08905390216328
288964	0.568520082939607
291639	0.586967699014104
294315	-1.94169726475869
296991	-0.481911562153153
299666	0.470584686929207
302342	-0.905047834890646
305017	0.0861197319437487
307693	1.1096069157002
310369	0.369536409901213
313044	1.68717134666672
315720	-0.176651175299348
318395	2.16967936311793
321071	0.289672417872243
323746	0.406700102032642
326422	2.67194840870932
329098	1.67328208547535
331773	0.780711796546242
334449	-0.23431973975201
337124	0.0529272365227249
339800	2.36115741731812
342475	2.5840291043941
345151	1.95468765865326
347827	2.03434840536696
350502	0.579542203107516
353178	2.72788291699938
355853	1.33555024910816
358529	-1.75326108482416
361205	1.43265089673517
363880	1.1246658572092
366556	-0.227997967445746
369231	2.62770971105257
371907	-1.30332411196723
374582	1.26003158446334
377258	2.14010747594365
379934	2.1134084777286
382609	1.17466091704965
385285	0.417150412161768
387960	3.13886197613909
390636	2.60737325515558
393312	0.274214209156972
395987	0.88116021574504
398663	2.94789813032105
401338	0.361543677924663
404014	1.49788957581617
406689	-1.16829330713802
409365	-0.289545451896228
412041	-0.386263305418325
414716	0.355136821470158
417392	0.367250929253246
420067	-0.082624925680054
422743	-0.0626781182040147
425419	-0.915995389561602
428094	0.57804133952672
430770	2.56747306751685
433445	-0.474534442651842
436121	2.53555468100582
438796	0.5067326154038
441472	0.536627163361517
444148	-0.627936160090645
446823	-1.29995417692873
449499	0.125316526068575
452174	0.0171631409173273
454850	-1.22299765018428
457526	-1.50487269717473
460201	-0.0469853967969295
462877	-0.796455729897482
465552	-0.557342572914827
468228	-0.0375858906337326
470903	-1.39399299456324
473579	0.979619936038145
476255	1.2397384319745
478930	2.26086909830749
481606	1.94534202728402
484281	1.13853314994229
486957	1.36708424165241
489632	1.04701262841195
492308	-2.21155447185386
494984	-0.327608955900016
497659	-0.420292190091135
500335	-0.526019110877268
503010	2.64006333025025
505686	0.519002525087225
508362	0.93572849329791
511037	1.81519177442148
513713	0.80192187157913
516388	-0.723736562287256
519064	-0.83509504711916
521739	-0.125226079730026
524415	-0.215146482776348
527091	0.271914190192751
529766	-0.671558534512962
532442	0.473125739096783
535117	-0.206652598579044
537793	-0.0340889968800591
540469	2.45105911025416
543144	2.14773831185973
545820	1.35975006160209
548495	1.93539416716548
551171	2.83650157833187
553846	1.54210440952074
556522	-0.458981539136883
559198	1.54566035712052
561873	0.561176021558314
564549	-0.300775707110153
567224	0.125129307791246
569900	0.709551515579528
572576	2.31035399556827
575251	1.92963013341429
577927	1.59884294208017
580602	-0.210216074072844
583278	0.313157135172706
585953	3.38955325678693
588629	0.248121723480208
591305	-0.653129607327509
593980	0.5829571538185
596656	0.553107869918203
599331	0.241371671139943
602007	2.03377273240786
604683	-0.832200634944305
607358	3.42499025956022
610034	0.894696589950031
612709	0.515173711126194
615385	1.78509829394273
618060	1.42919749928242
620736	0.0952022394809209
623412	0.294254751720284
626087	-0.0519367306306944
628763	1.37441141408873
631438	1.00092888322055
634114	1.12669287127848
636790	-0.14782490995921
639465	2.05328254955521
642141	0.936967805343756
644816	0.614122091993155
647492	1.87609645497382
650167	0.280548242255565
652843	-0.273492025339654
655519	1.31450106499785
658194	-0.191384172264839
660870	0.130229206385086
663545	1.27010228394654
666221	1.06989850973837
668896	-1.53494165814509
671572	-0.320199532341345
674248	0.416446904272586
676923	-0.971770862682509
679599	0.404560217052983
682274	0.106613134934936
684950	1.0400570448793
687626	1.38361357508352
690301	3.1772725386397
692977	0.985697638159776
695652	1.20277445097015
698328	1.70747238385189
701003	-1.46082777757399
703679	-0.420988153560801
706355	0.608821740334695
709030	-0.350538416420292
711706	0.993709849318744
714381	-1.23931093932907
717057	-4.66722786329131
719733	1.66006216290918
722408	0.607135045932488
725084	4.0854881457731
727759	-0.704009758678925
730435	-0.950277221317554
733110	-0.888849165135597
735786	1.14943547040862
738462	-2.26387198459509
741137	0.427226614621555
743813	-1.43687552384054
746488	-0.249156636488943
749164	-1.08531329802157
751840	0.572282320056965
754515	0.491699876695876
757191	-0.418656956769177
759866	-1.42941027253647
762542	0.0596985508369848
765217	0.0245232371176746
767893	1.010959210324
770569	1.54756444594688
773244	0.331356277569035
775920	1.0926065918929
778595	-0.686972032474466
781271	1.04260625835278
783947	-0.515843716872541
786622	-1.09061190205975
789298	0.27527010189144
791973	-0.683529095037936
794649	-0.630032212331216
797324	0.023028233916115
8e+05	-0.230213908590821
