x	y
1	-1.62645381074233
1337	-2.1636466116897
2672	-1.22109514858403
4008	0.610341550960487
5343	-0.886159577652211
6679	-1.76884507698792
8014	-1.10630947957085
9350	-1.16879207666688
10685	-3.5612547495177
12021	-0.883426487051128
13357	-3.06801750984321
14692	-0.144636546157558
16028	-1.73054702893281
17363	-0.736820080185739
18699	-0.584817181159715
20034	-1.39035510368695
21370	-0.496717428243075
22705	-0.574524606681605
24041	0.0639063814371814
25377	-2.41616634124812
26712	-1.33663794404549
28048	-0.956843062795472
29383	-0.0106230716795653
30719	-1.69691933894938
32054	-0.877912105867135
33390	-2.17597711157759
34725	-1.3918231222177
36061	-0.302227096528252
37397	-1.71319556637333
38732	-0.853930874203361
40068	-1.6685531542651
41403	0.113251697914272
42739	0.44175191591347
44074	0.566361309744359
45410	-1.3056691793019
46746	-0.819861656870529
48081	-2.22613303175911
49417	-1.10654450258405
50752	-0.824387917882166
52088	-1.23388275821978
53423	-0.608783329531382
54759	0.230129953287748
56094	-1.12344191698343
57430	-0.176613028714476
58766	-1.03647710458274
60101	-2.37016203942243
61437	-1.28239085229708
62772	-1.35902646014239
64108	-1.63080605956932
65443	-0.558692809016114
66779	-0.448167509604729
68114	-0.0849606455670484
69450	-0.399944159955729
70786	-1.89701231111648
72121	-1.99786300797233
73457	1.12392269042613
74792	0.0179652607194778
76128	-1.8599475936632
77463	-0.400955921746489
78799	0.602606033222955
80134	-2.65830887996122
81470	-2.12086746324003
82806	-0.494245317780631
84141	0.61310206283971
85477	-0.140249349313689
86812	-3.07911884847394
88148	-1.92322553846845
89483	-0.17161468431265
90819	-1.83813656481592
92154	-0.662788466767516
93490	1.09066006111083
94826	-0.402366575313278
96161	-0.9956946594959
97497	-1.15428442606577
98832	-2.13976086555909
100168	-1.34193368131978
101503	0.53096598743164
102839	0.314599317099859
104174	0.921375461543705
105510	-1.08039676931448
106846	-1.33647610822135
108181	-0.546148283987431
109517	-0.607183552354581
110852	0.427534529586696
112188	0.118568143041879
