group	x	xend	y	yend
1	0.5	800000.5	0.183229421781699	0.183229421781699
2	0.5	289149.5	-0.432364203956362	-0.432364203956362
3	289149.5	800000.5	0.5320122332312	0.5320122332312
4	0.5	100835.5	-1.01202036174892	-1.01202036174892
5	100835.5	297162.5	-0.112304109102476	-0.112304109102476
6	297162.5	800000.5	0.539416192572948	0.539416192572948
7	0.5	100835.5	-1.01202036174892	-1.01202036174892
8	100835.5	297162.5	-0.112304109102476	-0.112304109102476
9	297162.5	704507.5	0.690467312194161	0.690467312194161
10	704507.5	800000.5	-0.10045313360025	-0.10045313360025
11	0.5	100835.5	-1.01202036174892	-1.01202036174892
12	100835.5	297162.5	-0.112304109102476	-0.112304109102476
13	297162.5	398665.5	0.927964651632974	0.927964651632974
14	398665.5	704507.5	0.611647234476477	0.611647234476477
15	704507.5	800000.5	-0.10045313360025	-0.10045313360025
16	0.5	100835.5	-1.01202036174892	-1.01202036174892
17	100835.5	297162.5	-0.112304109102476	-0.112304109102476
18	297162.5	398665.5	0.927964651632974	0.927964651632974
19	398665.5	500167.5	0.246988809554088	0.246988809554088
20	500167.5	696494.5	0.811111188224995	0.811111188224995
21	696494.5	800000.5	-0.0662808092216635	-0.0662808092216635
22	0.5	100835.5	-1.01202036174892	-1.01202036174892
23	100835.5	297162.5	-0.112304109102476	-0.112304109102476
24	297162.5	398665.5	0.927964651632974	0.927964651632974
25	398665.5	466778.5	0.227703887401997	0.227703887401997
26	466778.5	469449.5	-1.58041136297255	-1.58041136297255
27	469449.5	704507.5	0.747813302065661	0.747813302065661
28	704507.5	800000.5	-0.10045313360025	-0.10045313360025
29	0.5	100835.5	-1.01202036174892	-1.01202036174892
30	100835.5	135560.5	-0.121600258436462	-0.121600258436462
31	135560.5	136895.5	-3.5505595838728	-3.5505595838728
32	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
33	297162.5	398665.5	0.927964651632974	0.927964651632974
34	398665.5	500167.5	0.246988809554088	0.246988809554088
35	500167.5	696494.5	0.811111188224995	0.811111188224995
36	696494.5	800000.5	-0.0662808092216635	-0.0662808092216635
37	0.5	100835.5	-1.01202036174892	-1.01202036174892
38	100835.5	135560.5	-0.121600258436462	-0.121600258436462
39	135560.5	136895.5	-3.5505595838728	-3.5505595838728
40	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
41	297162.5	398665.5	0.927964651632974	0.927964651632974
42	398665.5	466778.5	0.227703887401997	0.227703887401997
43	466778.5	469449.5	-1.58041136297255	-1.58041136297255
44	469449.5	704507.5	0.747813302065661	0.747813302065661
45	704507.5	800000.5	-0.10045313360025	-0.10045313360025
46	0.5	100835.5	-1.01202036174892	-1.01202036174892
47	100835.5	135560.5	-0.121600258436462	-0.121600258436462
48	135560.5	136895.5	-3.5505595838728	-3.5505595838728
49	136895.5	297162.5	-0.0816378144570263	-0.0816378144570263
50	297162.5	398665.5	0.927964651632974	0.927964651632974
51	398665.5	500167.5	0.246988809554088	0.246988809554088
52	500167.5	577629.5	0.799177078808367	0.799177078808367
53	577629.5	580301.5	-1.31038590248928	-1.31038590248928
