group	x	xend	y	yend
1	0.5	800000.5	0.21305916585391	0.21305916585391
2	0.5	104698.5	-1.33277481846143	-1.33277481846143
3	104698.5	800000.5	0.450879778825501	0.450879778825501
4	0.5	104698.5	-1.33277481846143	-1.33277481846143
5	104698.5	297987.5	-0.023873788891721	-0.023873788891721
6	297987.5	800000.5	0.632700294121459	0.632700294121459
7	0.5	104698.5	-1.33277481846143	-1.33277481846143
8	104698.5	297987.5	-0.023873788891721	-0.023873788891721
9	297987.5	706040.5	0.788536185397899	0.788536185397899
10	706040.5	800000.5	-0.0252734690457344	-0.0252734690457344
11	0.5	88591.5	-1.18246437115228	-1.18246437115228
12	88591.5	93960.5	-4.31495707147034	-4.31495707147034
13	93960.5	297987.5	-0.0815289839018823	-0.0815289839018823
14	297987.5	706040.5	0.788536185397899	0.788536185397899
15	706040.5	800000.5	-0.0252734690457344	-0.0252734690457344
16	0.5	104698.5	-1.33277481846143	-1.33277481846143
17	104698.5	297987.5	-0.023873788891721	-0.023873788891721
18	297987.5	604027.5	0.851704127002514	0.851704127002514
19	604027.5	641610.5	-0.586400745922909	-0.586400745922909
20	641610.5	695302.5	1.45894711945884	1.45894711945884
21	695302.5	800000.5	0.0221013217572856	0.0221013217572856
22	0.5	88591.5	-1.18246437115228	-1.18246437115228
23	88591.5	93960.5	-4.31495707147034	-4.31495707147034
24	93960.5	297987.5	-0.0815289839018823	-0.0815289839018823
25	297987.5	604027.5	0.851704127002514	0.851704127002514
26	604027.5	641610.5	-0.586400745922909	-0.586400745922909
27	641610.5	695302.5	1.45894711945884	1.45894711945884
28	695302.5	800000.5	0.0221013217572856	0.0221013217572856
29	0.5	88591.5	-1.18246437115228	-1.18246437115228
30	88591.5	93960.5	-4.31495707147034	-4.31495707147034
31	93960.5	292618.5	-0.0237139624203403	-0.0237139624203403
32	292618.5	297987.5	-2.22068477871894	-2.22068477871894
33	297987.5	604027.5	0.851704127002514	0.851704127002514
34	604027.5	641610.5	-0.586400745922909	-0.586400745922909
35	641610.5	695302.5	1.45894711945884	1.45894711945884
36	695302.5	800000.5	0.0221013217572856	0.0221013217572856
37	0.5	88591.5	-1.18246437115228	-1.18246437115228
38	88591.5	93960.5	-4.31495707147034	-4.31495707147034
39	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
40	228188.5	233557.5	2.99214850725287	2.99214850725287
41	233557.5	297987.5	-0.315930183158913	-0.315930183158913
42	297987.5	604027.5	0.851704127002514	0.851704127002514
43	604027.5	641610.5	-0.586400745922909	-0.586400745922909
44	641610.5	695302.5	1.45894711945884	1.45894711945884
45	695302.5	800000.5	0.0221013217572856	0.0221013217572856
46	0.5	88591.5	-1.18246437115228	-1.18246437115228
47	88591.5	93960.5	-4.31495707147034	-4.31495707147034
48	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
49	228188.5	233557.5	2.99214850725287	2.99214850725287
50	233557.5	292618.5	-0.142770674471638	-0.142770674471638
51	292618.5	297987.5	-2.22068477871894	-2.22068477871894
52	297987.5	604027.5	0.851704127002514	0.851704127002514
53	604027.5	641610.5	-0.586400745922909	-0.586400745922909
54	641610.5	695302.5	1.45894711945884	1.45894711945884
55	695302.5	800000.5	0.0221013217572856	0.0221013217572856
56	0.5	88591.5	-1.18246437115228	-1.18246437115228
57	88591.5	93960.5	-4.31495707147034	-4.31495707147034
58	93960.5	228188.5	-0.0919635079046977	-0.0919635079046977
59	228188.5	233557.5	2.99214850725287	2.99214850725287
60	233557.5	297987.5	-0.315930183158913	-0.315930183158913
61	297987.5	604027.5	0.851704127002514	0.851704127002514
62	604027.5	641610.5	-0.586400745922909	-0.586400745922909
63	641610.5	695302.5	1.45894711945884	1.45894711945884
64	695302.5	775839.5	-0.00735999658208346	-0.00735999658208346
65	775839.5	781208.5	2.59588772895987	2.59588772895987
66	781208.5	800000.5	-0.510865336270727	-0.510865336270727
